都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
152188,3000500011,新潟県,五泉市,小山田ヒガンザクラ樹林,オヤマダヒガンザクラジュリン,,,天然記念物,,,新潟県五泉市小山田,,37.719704,139.254972,,,,,,五泉市,1928-11-30,常時公開,,,,,,桜（エドヒガン）の樹林です。,,江戸時代から続く桜の名所。エドヒガン（アズマヒガン）で、その数は250本を超えます。巨樹が多く、最大のものは、目の高さの幹回りが3ｍに達しています。小山田の桜は花の名所として古くから知られているところで、多くの文人が花見に来訪したという記録が残っています。花は純白のものを主としますが淡紅のものもみられます。見ごろは4月中旬から下旬頃。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500012,新潟県,五泉市,上郷屋のオハツキイチョウ,カミゴウヤノオハツキイチョウ,,,県指定天然記念物,,諏訪神社,新潟県五泉市論瀬3900,,37.741271,139.219641,,,1,本,,諏訪神社,2007-03-23,常時公開,,,,,,上郷屋集落の諏訪神社境内にある大きなオハツキイチョウです。,,大きさは目通り7.5ｍ、高さ20ｍ、枝張り南北18ｍ、東西19ｍ、推定樹齢500年以上という老木であり、現在も樹勢は盛んです。オハツキイチョウは、花の子房が熟成し、結実する普通のものとは異なり、葉の縁辺中央部に小突起が生まれ、次第に生長して種子を生じる奇態で、イチョウの系統を知る上で貴重な樹木です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500013,新潟県,五泉市,蒲原神楽,カンバラカグラ,,,市指定無形民俗文化財,,,新潟県五泉市下大蒲原,,,,,,,,,蒲原神楽保存会,1990-01-16,,,,,,,下大蒲原地区の神明宮で奉納されている民俗芸能です。,,古い形を留めながら継承されている民俗芸能です。江戸時代に蒲原集落に悪病が流行したとき、泊まっていた旅芸人が病気の流行を鎮めるため獅子頭を刻み、舞を伝授したのが始まりと伝えられています。一時途絶えていたものを、大正15年（1926）に当時の大蒲原村有志が復活させました。現在は、大晦日の深夜から元旦の未明に下大蒲原地区の神明宮で奉納されています。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500014,新潟県,五泉市,経筒,キョウヅツ,,,市指定有形文化財,美術工芸品,願成寺,新潟県五泉市川瀬518,,37.720347,139.193854,,,2,口,,願成寺,1977-04-19,,,,,,,木越地内で発見された銅製の経筒です。,,昭和23年（1948）、木越地内を開墾しているときに発見された銅製の経筒です。経筒の大きさは、高さ10.4㎝、口径4.6㎝で、銘文から、山城国の住人である真光という人が、六十六部聖に託して法華経を納めたことがわかります。またもう一つは、高さ10.1㎝、口径4.4㎝で銘文は腐食により不明な点もありますが、「六十六部」「□□年今月日」とあります。なお、経筒中には経巻の紙片が付着していましたが、すでに形を失っています。五泉の中世における信仰などを知ることができます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500015,新潟県,五泉市,切畑の乳銀杏,キリハタノチチイチョウ,,,県指定天然記念物,,,新潟県五泉市切畑前田18,,37.724156,139.238531,,,1,本,,個人,1958-03-05,常時公開,,,,,,切畑集落の観音堂境内にそびえる雄イチョウの大木です。,,幹の周りからは数十本の乳柱が絶えれ下がっていることから、乳銀杏と呼ばれています。奈良時代に行基が枝を切り十一面観音像を彫ったという伝説が残っています。幹から下がっている乳柱を削り、煎じて飲むと、母乳が良く出ると言い伝えられ、昔から母乳や安産の神木として崇拝されています。樹高約40ｍ、幹回り約12ｍ。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500016,新潟県,五泉市,骨蔵器,コツゾウキ,,,市指定有形文化財,美術工芸品,正円寺,新潟県五泉市村松甲6335-1,,37.687452,139.175868,,,2,個,,正円寺,1989-11-15,,,,,,,大御堂地内から発見された中世の骨蔵器です。,,正円寺がかつてあった場所と言われる大御堂地内から発見された中世の骨蔵器です。この発見によって、正円寺周辺は供養塔婆を造立したり、遺骨を埋納する零場であったことがわかってきました。発見時、骨蔵器には火葬した人骨が納めれれており、この地に埋葬されたものと考えられます。中世の信仰を知る上で貴重な資料です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500017,新潟県,五泉市,子安延命地蔵尊,コヤスエンメイジゾウソン,,,市指定有形文化財,美術工芸品,,新潟県五泉市粟島,,37.746972,139.178526,,,1,躯,,世話人会,1968-05-04,常時公開,,,,,,粟島公園に安置されている大石仏です。,,子どもを抱えているところから子安のお地蔵様と親しまれている大石仏です。この地蔵尊は日本に3体とない地蔵尊を建立するという六十六部の誓いによって、土倉山（現在の加茂市）から掘り出した大石で作られたものです。下絵が五泉の仏師大橋翁の手によったといわれ、大勢の六十六部及び民衆により大川前に安置されました。現在は粟島公園に安置されています。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500018,新潟県,五泉市,五輪線刻塔婆［石川家］,ゴリンセンコクトウバ［イシカワケ］,,,市指定有形文化財,美術工芸品,,新潟県五泉市矢津1798,,37.694744,139.203051,,,1,基,,個人,1976-02-27,常時公開,,,,,,石川家に残されている五輪線刻塔婆です。,,五輪線刻塔婆とは角柱状の自然石に五輪塔の形を線で刻んだ塔婆のことで、板碑ともいいます。鎌倉時代から南北朝時代を中心に死者の供養などを願い建立されました。判明している市内最古の板碑は泉福寺にある弘安8年（1285）のものです。県内各地でも出土していますが、五輪塔を線刻したものは少なく、この地方の特色と言えます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500019,新潟県,五泉市,五輪線刻塔婆［伊志曽弥神社］,ゴリンセンコクトウバ［イシゾネジンジャ］,,,市指定有形文化財,美術工芸品,伊志曽弥神社,新潟県五泉市石曾根7978,,37.696512,139.184367,,,2,基,,伊志曽弥神社,1979-07-16,常時公開,,,,,,伊志曽弥神社に残されている五輪線刻塔婆です。,,五輪線刻塔婆とは角柱状の自然石に五輪塔の形を線で刻んだ塔婆のことで、板碑ともいいます。鎌倉時代から南北朝時代を中心に死者の供養などを願い建立されました。判明している市内最古の板碑は泉福寺にある弘安8年（1285）のものです。県内各地でも出土していますが、五輪塔を線刻したものは少なく、この地方の特色と言えます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500020,新潟県,五泉市,五輪線刻塔婆［英林寺］,ゴリンセンコクトウバ［エイリンジ］,,,市指定有形文化財,美術工芸品,英林寺,新潟県五泉市村松甲5797,,37.688407,139.177380,,,1,基,,英林寺,1976-02-27,常時公開,,,,,,英林寺に残されている五輪線刻塔婆です。,,五輪線刻塔婆とは角柱状の自然石に五輪塔の形を線で刻んだ塔婆のことで、板碑ともいいます。鎌倉時代から南北朝時代を中心に死者の供養などを願い建立されました。判明している市内最古の板碑は泉福寺にある弘安8年（1285）のものです。県内各地でも出土していますが、五輪塔を線刻したものは少なく、この地方の特色と言えます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500021,新潟県,五泉市,五輪線刻塔婆［正円寺］,ゴリンセンコクトウバ［ショウエンジ］,,,市指定有形文化財,美術工芸品,正円寺,新潟県五泉市村松甲6335-1,,37.687452,139.175868,,,11,基,,正円寺,1976-02-27,常時公開,,,,,,正円寺に残されている五輪線刻塔婆です。,,五輪線刻塔婆とは角柱状の自然石に五輪塔の形を線で刻んだ塔婆のことで、板碑ともいいます。鎌倉時代から南北朝時代を中心に死者の供養などを願い建立されました。判明している市内最古の板碑は泉福寺にある弘安8年（1285）のものです。県内各地でも出土していますが、五輪塔を線刻したものは少なく、この地方の特色と言えます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500022,新潟県,五泉市,五輪線刻塔婆［勝泉寺］,ゴリンセンコクトウバ［ショウセンジ］,,,市指定有形文化財,美術工芸品,勝泉寺,新潟県五泉市新屋240,,37.665008,139.175216,,,1,基,,勝泉寺,1976-02-27,常時公開,,,,,,勝泉寺に残されている建立された五輪線刻塔婆です。,,五輪線刻塔婆とは角柱状の自然石に五輪塔の形を線で刻んだ塔婆のことで、板碑ともいいます。鎌倉時代から南北朝時代を中心に死者の供養などを願い建立されました。判明している市内最古の板碑は泉福寺にある弘安8年（1285）のものです。県内各地でも出土していますが、五輪塔を線刻したものは少なく、この地方の特色と言えます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500023,新潟県,五泉市,五輪線刻塔婆［清水寺］,ゴリンセンコクトウバ［セイスイジ］,,,市指定有形文化財,美術工芸品,清水寺,新潟県五泉市村松甲6353,,37.688874,139.175849,,,2,基,,清水寺,1976-02-27,常時公開,,,,,,清水寺に建立された五輪線刻塔婆です。,,五輪線刻塔婆とは角柱状の自然石に五輪塔の形を線で刻んだ塔婆のことで、板碑ともいいます。鎌倉時代から南北朝時代を中心に死者の供養などを願い建立されました。判明している市内最古の板碑は泉福寺にある弘安8年（1285）のものです。県内各地でも出土していますが、五輪塔を線刻したものは少なく、この地方の特色と言えます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500024,新潟県,五泉市,五輪線刻塔婆［禅定院］,ゴリンセンコクトウバ［ゼンジョウイン］,,,市指定有形文化財,美術工芸品,禅定院,新潟県五泉市熊野堂5351,,37.704359,139.200096,,,3,基,,禅定院,1976-02-27,常時公開,,,,,,禅定院に残されている五輪線刻塔婆です。,,五輪線刻塔婆とは角柱状の自然石に五輪塔の形を線で刻んだ塔婆のことで、板碑ともいいます。鎌倉時代から南北朝時代を中心に死者の供養などを願い建立されました。判明している市内最古の板碑は泉福寺にある弘安8年（1285）のものです。県内各地でも出土していますが、五輪塔を線刻したものは少なく、この地方の特色と言えます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500025,新潟県,五泉市,五輪線刻塔婆［泉福寺］,ゴリンセンコクトウバ［センプクジ］,,,市指定有形文化財,美術工芸品,泉福寺,新潟県五泉市矢津1659,,37.690179,139.206448,,,3,基,,泉福寺,1976-02-27,常時公開,,,,,,泉福寺に残されている五輪線刻塔婆です。,,五輪線刻塔婆とは角柱状の自然石に五輪塔の形を線で刻んだ塔婆のことで、板碑ともいいます。鎌倉時代から南北朝時代を中心に死者の供養などを願い建立されました。判明している市内最古の板碑は泉福寺にある弘安8年（1285）のものです。県内各地でも出土していますが、五輪塔を線刻したものは少なく、この地方の特色と言えます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500026,新潟県,五泉市,五輪線刻塔婆［善明寺］,ゴリンセンコクトウバ［ゼンミョウジ］,,,市指定有形文化財,美術工芸品,善明寺,新潟県五泉市東石曽根5624,,37.704321,139.193045,,,1,基,,善明寺,1976-02-27,常時公開,,,,,,善明寺に残されている五輪線刻塔婆です。,,五輪線刻塔婆とは角柱状の自然石に五輪塔の形を線で刻んだ塔婆のことで、板碑ともいいます。鎌倉時代から南北朝時代を中心に死者の供養などを願い建立されました。判明している市内最古の板碑は泉福寺にある弘安8年（1285）のものです。県内各地でも出土していますが、五輪塔を線刻したものは少なく、この地方の特色と言えます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500027,新潟県,五泉市,五輪線刻塔婆［永谷寺］,ゴリンセンコクトウバ［ヨウコクジ］,,,市指定有形文化財,美術工芸品,永谷寺,新潟県五泉市川内1430,,37.673927,139.212738,,,3,基,,永谷寺,1976-02-27,常時公開,,,,,,永谷寺に残されている五輪線刻塔婆です。,,五輪線刻塔婆とは角柱状の自然石に五輪塔の形を線で刻んだ塔婆のことで、板碑ともいいます。鎌倉時代から南北朝時代を中心に死者の供養などを願い建立されました。判明している市内最古の板碑は泉福寺にある弘安8年（1285）のものです。県内各地でも出土していますが、五輪塔を線刻したものは少なく、この地方の特色と言えます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500028,新潟県,五泉市,衣岩,コロモイワ,,,市指定名勝,,,新潟県五泉市小面谷2374外,,37.650431,139.285601,,,1,ヶ所,,個人,2000-08-22,常時公開,,,,,,岩盤の見た目が、衣のひだを思わせることから、衣岩と呼ばれています。,,この衣岩は、早出川の浸食により岩盤が露出し、石英粗面岩の柱状節理が規則正しく配列しています。柱状節理とは、溶岩が冷えて固まるときに、溶岩の体積が縮むために、縦状にできた規則的な割れ目のことです。水辺や周辺の自然とともに美しい景観を見せています。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500029,新潟県,五泉市,坂田家住宅主屋,サカタケジュウタクオモヤ,,,登録有形文化財,建造物,,新潟県五泉市土堀295,,37.733499,139.217841,,,1,棟,,個人,2011-01-26,常時公開（外観のみ）,,,,,,旧家、坂田家の主屋です。,,坂田家は江戸時代には庄屋、明治時代には中蒲原郡の戸長を務めた旧家です。坂田家住宅の中心となる主屋は江戸時代末期の建築で、昭和28年（1953）に改築されていますが、家の主要部分である茶の間や座敷などはそのまま残しています。また、生垣や土蔵といった周辺の建物や景観も含めて、全体的に近世期の屋敷構えがよく保存されており、当時の裕福な農民の様子を今に伝えます。登録は、主屋、新倉、土蔵、古土蔵、堆肥舎の5棟です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500030,新潟県,五泉市,坂田家住宅新倉,サカタケジュウタクシンクラ,,,登録有形文化財,建造物,,新潟県五泉市土堀295,,37.733270,139.217785,,,1,棟,,個人,2011-01-26,常時公開（外観のみ）,,,,,,旧家、坂田家の新倉です。,,坂田家は江戸時代には庄屋、明治時代には中蒲原郡の戸長を務めた旧家です。坂田家住宅の中心となる主屋は江戸時代末期の建築で、昭和28年（1953）に改築されていますが、家の主要部分である茶の間や座敷などはそのまま残しています。また、生垣や土蔵といった周辺の建物や景観も含めて、全体的に近世期の屋敷構えがよく保存されており、当時の裕福な農民の様子を今に伝えます。登録は、主屋、新倉、土蔵、古土蔵、堆肥舎の5棟です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500031,新潟県,五泉市,坂田家住宅堆肥舎,サカタケジュウタクタイヒシャ,,,登録有形文化財,建造物,,新潟県五泉市土堀295,,37.733687,139.217739,,,1,棟,,個人,2011-01-26,常時公開（外観のみ）,,,,,,旧家、坂田家の堆肥舎です。,,坂田家は江戸時代には庄屋、明治時代には中蒲原郡の戸長を務めた旧家です。坂田家住宅の中心となる主屋は江戸時代末期の建築で、昭和28年（1953）に改築されていますが、家の主要部分である茶の間や座敷などはそのまま残しています。また、生垣や土蔵といった周辺の建物や景観も含めて、全体的に近世期の屋敷構えがよく保存されており、当時の裕福な農民の様子を今に伝えます。登録は、主屋、新倉、土蔵、古土蔵、堆肥舎の5棟です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500032,新潟県,五泉市,坂田家住宅土蔵,サカタケジュウタクドゾウ,,,登録有形文化財,建造物,,新潟県五泉市土堀295,,37.733242,139.218177,,,1,棟,,個人,2011-01-26,常時公開（外観のみ）,,,,,,旧家、坂田家の土蔵です。,,坂田家は江戸時代には庄屋、明治時代には中蒲原郡の戸長を務めた旧家です。坂田家住宅の中心となる主屋は江戸時代末期の建築で、昭和28年（1953）に改築されていますが、家の主要部分である茶の間や座敷などはそのまま残しています。また、生垣や土蔵といった周辺の建物や景観も含めて、全体的に近世期の屋敷構えがよく保存されており、当時の裕福な農民の様子を今に伝えます。登録は、主屋、新倉、土蔵、古土蔵、堆肥舎の5棟です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500033,新潟県,五泉市,坂田家住宅古土蔵,サカタケジュウタクフルドゾウ,,,登録有形文化財,建造物,,新潟県五泉市土堀295,,37.733255,139.217895,,,1,棟,,個人,2011-01-26,常時公開（外観のみ）,,,,,,旧家、坂田家の古土蔵です。,,坂田家は江戸時代には庄屋、明治時代には中蒲原郡の戸長を務めた旧家です。坂田家住宅の中心となる主屋は江戸時代末期の建築で、昭和28年（1953）に改築されていますが、家の主要部分である茶の間や座敷などはそのまま残しています。また、生垣や土蔵といった周辺の建物や景観も含めて、全体的に近世期の屋敷構えがよく保存されており、当時の裕福な農民の様子を今に伝えます。登録は、主屋、新倉、土蔵、古土蔵、堆肥舎の5棟です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500034,新潟県,五泉市,式三番城町屋台,シキサンバジョウマチヤタイ,,,市指定有形民俗文化財,,五泉市村松郷土資料館,新潟県五泉市村松乙2-1,,37.692582,139.169655,0250-58-8293,,1,基,,五泉市教育委員会,1978-01-19,月火水金土日,10:00,16:00,"休館日：木曜日
　　　　　（木曜日が祝日の場合は翌日）
　　　　12月29日から翌年の1月3日まで
　　　　2月1日から2月末日まで
入館料：高校生以上　130円
　　　　団体（20人以上）100円
　　　※中学生以下　無料",,,宮大工5代目小黒杢右衛門が建立した屋台です。,,天明８年（1788）、村松藩祖堀直竒150年忌に、第６代藩主堀直教の命により、宮大工5代目小黒杢右衛門が建立した屋台です。同年住吉神社の祭礼に奉納されています。長さ4.6ｍ、幅2.8ｍ、高さ3.9ｍ。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500035,新潟県,五泉市,慈光寺回廊,ジコウジカイロウ,,,登録有形文化財,建造物,,新潟県五泉市蛭野870,,37.636663,139.192959,,,1,棟,,慈光寺,2012-02-23,常時公開,,,,,,霊峰白山の麓に座す曹洞宗の古刹、慈光寺の回廊です。,,応永10年（1403）頃、傑堂能勝によって中興開山され、江戸時代には越後四ヶ道場のひとつとして繁栄しました。建物は宝暦5年（1755）の火災後に再建したもので、本堂は宝暦13年（1763）、庫裏は宝暦9年（1759）、禅堂及び衆寮、山門、回廊、経蔵は江戸時代後期の建築です。新潟県内でも回廊を残す曹洞宗寺院はまれであり、大変整った七堂伽藍を持つ貴重な寺院です。登録は本堂、庫裏、禅堂及び衆寮、山門、回廊、経蔵の6棟です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500036,新潟県,五泉市,慈光寺経蔵,ジコウジキョウゾウ,,,登録有形文化財,建造物,,新潟県五泉市蛭野870,,37.636541,139.192948,,,1,棟,,慈光寺,2012-02-23,常時公開（外観のみ）,,,,,,霊峰白山の麓に座す曹洞宗の古刹、慈光寺の経蔵です。,,応永10年（1403）頃、傑堂能勝によって中興開山され、江戸時代には越後四ヶ道場のひとつとして繁栄しました。建物は宝暦5年（1755）の火災後に再建したもので、本堂は宝暦13年（1763）、庫裏は宝暦9年（1759）、禅堂及び衆寮、山門、回廊、経蔵は江戸時代後期の建築です。新潟県内でも回廊を残す曹洞宗寺院はまれであり、大変整った七堂伽藍を持つ貴重な寺院です。登録は本堂、庫裏、禅堂及び衆寮、山門、回廊、経蔵の6棟です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500037,新潟県,五泉市,慈光寺庫裏,ジコウジクリ,,,登録有形文化財,建造物,,新潟県五泉市蛭野870,,37.636735,139.193318,,,1,棟,,慈光寺,2012-02-23,常時公開（外観のみ）,,,,,,霊峰白山の麓に座す曹洞宗の古刹、慈光寺の庫裏です。,,応永10年（1403）頃、傑堂能勝によって中興開山され、江戸時代には越後四ヶ道場のひとつとして繁栄しました。建物は宝暦5年（1755）の火災後に再建したもので、本堂は宝暦13年（1763）、庫裏は宝暦9年（1759）、禅堂及び衆寮、山門、回廊、経蔵は江戸時代後期の建築です。新潟県内でも回廊を残す曹洞宗寺院はまれであり、大変整った七堂伽藍を持つ貴重な寺院です。登録は本堂、庫裏、禅堂及び衆寮、山門、回廊、経蔵の6棟です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
